id,object_a,object_b,aspect,sentence,most_frequent_label
291-46,some other Ultra Compacts,It,nan,"It feels solid in your hands versus some other Ultra Compacts such as the Nikon Coolpix 5200 , whose outer covering is made out of chinsy plastic .",worse
291-47,the SD400,the SD600,megapixels,"As mentioned earlier , I had the SD400 for over 1 and a half years and the SD600 contains almost exactly the same functions and features as the SD400 except for the different screen size and higher megapixels at 2816 x 2112 .",better
291-47,the SD600,the SD400,megapixels,"As mentioned earlier , I had the SD400 for over 1 and a half years and the SD600 contains almost exactly the same functions and features as the SD400 except for the different screen size and higher megapixels at 2816 x 2112 .",worse
291-47,the SD400,the SD600,functions,"As mentioned earlier , I had the SD400 for over 1 and a half years and the SD600 contains almost exactly the same functions and features as the SD400 except for the different screen size and higher megapixels at 2816 x 2112 .",same
291-47,the SD600,the SD400,functions,"As mentioned earlier , I had the SD400 for over 1 and a half years and the SD600 contains almost exactly the same functions and features as the SD400 except for the different screen size and higher megapixels at 2816 x 2112 .",same
291-47,the SD400,the SD600,features,"As mentioned earlier , I had the SD400 for over 1 and a half years and the SD600 contains almost exactly the same functions and features as the SD400 except for the different screen size and higher megapixels at 2816 x 2112 .",same
291-47,the SD600,the SD400,features,"As mentioned earlier , I had the SD400 for over 1 and a half years and the SD600 contains almost exactly the same functions and features as the SD400 except for the different screen size and higher megapixels at 2816 x 2112 .",same
291-54,a digital camera,a film camera,nan,"This , in my opinion , is the greatest advantage with a digital camera versus a film camera .",better
291-54,a film camera,a digital camera,nan,"This , in my opinion , is the greatest advantage with a digital camera versus a film camera .",worse
291-55,it,this camera,quality,"Yes , you could do that with a polaroid , but the quality of polaroids are not that good , especially when you compare it to the quality of a digital images taken with this camera .",worse
291-55,this camera,it,quality,"Yes , you could do that with a polaroid , but the quality of polaroids are not that good , especially when you compare it to the quality of a digital images taken with this camera .",better
291-65,it,a professional SLR camera,clear pictures of fast action,"Of course , it will not give you clear pictures of fast action that is happening in front of you like a professional SLR camera would but the Powershot SD600 is not meant for that .",worse
291-65,a professional SLR camera,it,clear pictures of fast action,"Of course , it will not give you clear pictures of fast action that is happening in front of you like a professional SLR camera would but the Powershot SD600 is not meant for that .",better
291-71,other `` Point-and-Shoot '' camera,6 megapixels,resolution,There are now other `` Point-and-Shoot '' camera out there that sports greater resolution than 6 megapixels .,better
291-71,6 megapixels,other `` Point-and-Shoot '' camera,resolution,There are now other `` Point-and-Shoot '' camera out there that sports greater resolution than 6 megapixels .,worse
291-76,my Oregon Scientific camera,his,pictures,"Trust me on this , because my dad had a `` 5 megapixel '' camera that he bought and my Oregon Scientific camera with 2 megapixels took better pictures than his .",better
291-76,his,my Oregon Scientific camera,pictures,"Trust me on this , because my dad had a `` 5 megapixel '' camera that he bought and my Oregon Scientific camera with 2 megapixels took better pictures than his .",worse
291-77,the Canon PowerShot SD600,the Canon PowerShot SD550,nan,That is the reason why I decided on getting the Canon PowerShot SD600 instead of the Canon PowerShot SD550 .,better
291-77,the Canon PowerShot SD550,the Canon PowerShot SD600,nan,That is the reason why I decided on getting the Canon PowerShot SD600 instead of the Canon PowerShot SD550 .,worse
291-79,the Canon PowerShot SD550 ELPH,this Canon PowerShot SD600,nan,Besides the Canon PowerShot SD550 ELPH is a bit chuckier ( bigger ) than this Canon PowerShot SD600 .,better
291-79,this Canon PowerShot SD600,the Canon PowerShot SD550 ELPH,nan,Besides the Canon PowerShot SD550 ELPH is a bit chuckier ( bigger ) than this Canon PowerShot SD600 .,worse
291-79,the Canon PowerShot SD550 ELPH,this Canon PowerShot SD600,nan,Besides the Canon PowerShot SD550 ELPH is a bit chuckier ( bigger ) than this Canon PowerShot SD600 .,better
291-79,this Canon PowerShot SD600,the Canon PowerShot SD550 ELPH,nan,Besides the Canon PowerShot SD550 ELPH is a bit chuckier ( bigger ) than this Canon PowerShot SD600 .,worse
291-8,ones,the Canons,performance,"Yes , there are thinner camera and ones with 3 inch screens , but nowhere near the performance of the Canons .",worse
291-8,the Canons,ones,performance,"Yes , there are thinner camera and ones with 3 inch screens , but nowhere near the performance of the Canons .",better
291-8,camera,the Canons,nan,"Yes , there are thinner camera and ones with 3 inch screens , but nowhere near the performance of the Canons .",better
291-8,the Canons,camera,nan,"Yes , there are thinner camera and ones with 3 inch screens , but nowhere near the performance of the Canons .",worse
291-80,the camera,the SD600,photosensor,The reason for it being bigger than the SD600 is because of the bigger photosensor on the camera .,better
291-80,the SD600,the camera,photosensor,The reason for it being bigger than the SD600 is because of the bigger photosensor on the camera .,worse
291-80,it,the SD600,nan,The reason for it being bigger than the SD600 is because of the bigger photosensor on the camera .,better
291-80,the SD600,it,nan,The reason for it being bigger than the SD600 is because of the bigger photosensor on the camera .,worse
291-81,the Canon SD600,the Canon SD550,pictures,I garantee you that you could not tell the difference between pictures taken with the Canon SD600 versus the Canon SD550 .,same
291-81,the Canon SD550,the Canon SD600,pictures,I garantee you that you could not tell the difference between pictures taken with the Canon SD600 versus the Canon SD550 .,same
291-83,a couple of Point-and-Shoot cameras,the Canon SD600,nan,There is a couple of Point-and-Shoot cameras made by other camera companies that are smaller and thinner than the Canon SD600 .,better
291-83,the Canon SD600,a couple of Point-and-Shoot cameras,nan,There is a couple of Point-and-Shoot cameras made by other camera companies that are smaller and thinner than the Canon SD600 .,worse
291-83,a couple of Point-and-Shoot cameras,the Canon SD600,nan,There is a couple of Point-and-Shoot cameras made by other camera companies that are smaller and thinner than the Canon SD600 .,better
291-83,the Canon SD600,a couple of Point-and-Shoot cameras,nan,There is a couple of Point-and-Shoot cameras made by other camera companies that are smaller and thinner than the Canon SD600 .,worse
292-109,this camera,other models,nan,"Comparisions I mentioned some of the reasons why I chose this camera over other models above , but I wanted to expand on that to sort of share my reasons for choosing this model and ruling out other similar models since most people who are looking to buy this camera are looking into the same models .",better
292-109,other models,this camera,nan,"Comparisions I mentioned some of the reasons why I chose this camera over other models above , but I wanted to expand on that to sort of share my reasons for choosing this model and ruling out other similar models since most people who are looking to buy this camera are looking into the same models .",worse
292-112,Both manufacturers,Both manufacturers,few small models that include viewfinders,Both manufacturers make few small models that include viewfinders which I consider an absolute necessity .,same
292-112,Both manufacturers,Both manufacturers,few small models that include viewfinders,Both manufacturers make few small models that include viewfinders which I consider an absolute necessity .,same
292-114,These cards,the old cards,look,"These cards look the same as the old cards , but are not compatible in many readers .",same
292-114,the old cards,These cards,look,"These cards look the same as the old cards , but are not compatible in many readers .",same
292-127,the Canon Elphs,nan,pictures,I felt the pictures were sharper and better exposed when taken with the Canon Elphs .,better
292-127,nan,the Canon Elphs,pictures,I felt the pictures were sharper and better exposed when taken with the Canon Elphs .,worse
